DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA ,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
101813595,06/14/2010 12:00:00 AM,06/14/2010 12:00:00 AM,0145,18,Southeast,1871,1,210,ROBBERY,0330 0416 0906 0916,27,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,510,521,,800 W  ROSECRANS                    AV,,33.9019,-118.2893
101322157,10/01/2010 12:00:00 AM,10/01/2010 12:00:00 AM,1320,13,Newton,1333,1,210,ROBBERY,0334 0330 0344 0416 0916 1240 1311 1310,36,M,H,101,STREET,513,STUN GUN,IC,Invest Cont,210,,,,TRINITY,29TH,34.02,-118.2648
101608829,04/08/2010 12:00:00 AM,04/08/2010 12:00:00 AM,2030,16,Foothill,1684,2,624,BATTERY - SIMPLE ASSAULT,0400 0916,25,M,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,8000    GENTRY                       AV,,34.2168,-118.393
101506598,02/12/2010 12:00:00 AM,02/12/2010 12:00:00 AM,0330,15,N Hollywood,1586,1,210,ROBBERY,0330 0344 0353 0400 0916 1231 1310,33,M,H,101,STREET,102,HAND GUN,AA,Adult Arrest,210,,,,3900    LANKERSHIM                   BL,,34.1396,-118.3618
101506748,02/15/2010 12:00:00 AM,02/12/2010 12:00:00 AM,0200,15,N Hollywood,1532,1,210,ROBBERY,0202 0334 0330 0344 0400 0916 1231 1310,35,M,H,101,STREET,105,SAWED OFF RIFLE/SHOTGUN,IC,Invest Cont,210,,,,6400    WILKINSON                    AV,,34.1867,-118.4041
101814849,07/05/2010 12:00:00 AM,07/05/2010 12:00:00 AM,1800,18,Southeast,1841,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 0429 0432 0906 0916 1251 1311 1816 1814 2000,20,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,230,,,,111TH                        ST,GRAND,33.9339,-118.2811
101214013,05/10/2010 12:00:00 AM,05/10/2010 12:00:00 AM,0350,12,77th Street,1249,1,210,ROBBERY,0334 0330 0342 0341 0344 0354 0377 0916 1251 1822,28,M,W,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,DENVER                       AV,70TH                         ST,33.9761,-118.2838
101818797,09/14/2010 12:00:00 AM,09/13/2010 12:00:00 AM,2320,18,Southeast,1831,1,210,ROBBERY,0302 0327 0330 0354 0416 0421 0429 0443 0916 1306,24,M,B,104,DRIVEWAY,102,HAND GUN,IC,Invest Cont,210,,,,800 W  124TH                        ST,,33.9201,-118.2895
101604168,01/05/2010 12:00:00 AM,01/04/2010 12:00:00 AM,2200,16,Foothill,1685,1,210,ROBBERY,0202 0302 0334 0330 0344 0370 0906 0916 1309 1311,34,M,H,101,STREET,101,REVOLVER,IC,Invest Cont,210,,,,STAGG                        ST,TUJUNGA                      AV,34.2121,-118.3791
101901315,09/25/2010 12:00:00 AM,09/25/2010 12:00:00 AM,0540,19,Mission,1915,1,210,ROBBERY,0330 0354 0916,36,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,HUBBARD,GLENOAKS,34.2968,-118.4422
101222031,08/21/2010 12:00:00 AM,08/20/2010 12:00:00 AM,0730,12,77th Street,1252,1,520,VEHICLE - ATTEMPT STOLEN,0916 1202 1307,64,M,B,101,STREET,,,IC,Invest Cont,520,,,,2700 W  76TH                         ST,,33.971,-118.323
101811994,05/15/2010 12:00:00 AM,05/15/2010 12:00:00 AM,2300,18,Southeast,1829,1,210,ROBBERY,0302 0432 0916 1300,21,M,B,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,102ND,JUNIPER,33.9439,-118.2326
101229764,12/08/2010 12:00:00 AM,12/08/2010 12:00:00 AM,1900,12,77th Street,1257,2,624,BATTERY - SIMPLE ASSAULT,0416 0916,27,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,VERMONT                      AV,79TH                         ST,33.9678,-118.2914
101315328,06/24/2010 12:00:00 AM,06/24/2010 12:00:00 AM,0245,13,Newton,1367,1,210,ROBBERY,0302 0344 0370 0416 0420 0421 0906 0701 0916 1302,23,M,B,101,STREET,102,HAND GUN,IC,Invest Cont,210,510,,,5200    HOLMES                       AV,,33.9954,-118.2411
101824951,12/26/2010 12:00:00 AM,12/26/2010 12:00:00 AM,1830,18,Southeast,1806,1,210,ROBBERY,0302 0330 0334 0906 0916,43,M,H,101,STREET,102,HAND GUN,AA,Adult Arrest,210,510,521,,93RD,WADSWORTH,33.9521,-118.2586
102023784,11/13/2010 12:00:00 AM,11/13/2010 12:00:00 AM,0430,20,Olympic,2034,1,210,ROBBERY,0342 0916,28,M,K,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JA,Juv Arrest,210,,,,7TH,IROLO,34.0598,-118.3009
101221492,08/13/2010 12:00:00 AM,08/13/2010 12:00:00 AM,1850,12,77th Street,1283,1,210,ROBBERY,0319 0326 0355 0419 0432 0906 0916 1311 1814,21,F,B,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,,,,W  81ST                         ST,WESTERN                      AV,33.9655,-118.309
101211949,04/13/2010 12:00:00 AM,04/12/2010 12:00:00 AM,2315,12,77th Street,1256,1,210,ROBBERY,0302 0330 0334 0342 0344 0370 0916 1311 1310 1822,36,M,H,101,STREET,101,REVOLVER,IC,Invest Cont,210,,,,400 W  FLORENCE                     AV,,33.9747,-118.2809
101620125,11/12/2010 12:00:00 AM,09/24/2010 12:00:00 AM,1000,16,Foothill,1651,1,210,ROBBERY,0302 0312 0330 0334 0432 0906 0913 0916 1309 1816,30,F,H,108,PARKING LOT,101,REVOLVER,IC,Invest Cont,210,,,,9700    LAUREL CANYON                BL,,34.2459,-118.4185
101517144,08/04/2010 12:00:00 AM,08/04/2010 12:00:00 AM,0150,15,N Hollywood,1532,1,210,ROBBERY,0330 0344 0400 0916 1300 1414,25,M,B,104,DRIVEWAY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,VICTORY                      BL,WHITSETT                     AV,34.1867,-118.4052
101811291,05/04/2010 12:00:00 AM,05/04/2010 12:00:00 AM,0625,18,Southeast,1846,1,210,ROBBERY,0330 0443 0432 0916 1307,29,F,H,101,STREET,511,VERBAL THREAT,IC,Invest Cont,210,,,,112TH                        ST,CENTRAL                      AV,33.9331,-118.2542
101800811,04/17/2010 12:00:00 AM,04/16/2010 12:00:00 AM,1445,18,Southeast,1863,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0329 0411 0906 0916,22,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,,,11500    AVALON                       BL,,33.9301,-118.2652
101515536,07/06/2010 12:00:00 AM,07/06/2010 12:00:00 AM,0030,15,N Hollywood,1501,1,210,ROBBERY,0206 0213 0303 0308 0330 0334 0342 0344 0355 0916,23,M,W,101,STREET,115,ASSAULT WEAPON/UZI/AK47/ETC,AO,Adult Other,210,,,,STRATHERN                    ST,NAGLE                        AV,34.2159,-118.4227
101322578,10/07/2010 12:00:00 AM,10/07/2010 12:00:00 AM,1300,13,Newton,1351,1,210,ROBBERY,0213 0302 0330 0344 0355 0432 0916 1240 1311 1310,28,F,W,101,STREET,107,OTHER FIREARM,IC,Invest Cont,210,,,,GRAND                        AV,S  42ND                         ST,34.0074,-118.2805
102119211,10/21/2010 12:00:00 AM,10/21/2010 12:00:00 AM,0230,21,Topanga,2157,1,210,ROBBERY,0302 0337 0344 1100 0916,27,M,O,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,VANOWEN,DE SOTO,34.1938,-118.5884
101607492,03/15/2010 12:00:00 AM,03/15/2010 12:00:00 AM,1245,16,Foothill,1643,1,210,ROBBERY,0302 0330 0334 0443 0601 0913 0916 1202 1309,61,M,H,101,STREET,101,REVOLVER,IC,Invest Cont,210,,,,KAGEL CANYON,SAN FERNANDO                 RD,34.2559,-118.4143
101520118,09/26/2010 12:00:00 AM,09/26/2010 12:00:00 AM,1815,15,N Hollywood,1527,1,210,ROBBERY,0302 0330 0334 0344 0355 0369 0400 0421 0916 1310,24,M,H,108,PARKING LOT,101,REVOLVER,AO,Adult Other,210,998,,,OXNARD                       ST,VINELAND                     AV,34.1794,-118.3703
101925453,11/23/2010 12:00:00 AM,11/23/2010 12:00:00 AM,2130,19,Mission,1944,1,210,ROBBERY,0206 0302 0319 0330 0421 0916 1302 1310,40,F,H,116,OTHER/OUTSIDE,102,HAND GUN,IC,Invest Cont,210,,,,LAUREL CANYON,BRAND,34.2748,-118.4492
101305068,01/16/2010 12:00:00 AM,01/15/2010 12:00:00 AM,2030,13,Newton,1343,1,210,ROBBERY,0330 0344 0416 0429 0916 1310,22,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,40TH                         ST,AVALON                       BL,34.0102,-118.2653
101921349,09/19/2010 12:00:00 AM,09/19/2010 12:00:00 AM,0320,19,Mission,1975,1,210,ROBBERY,0312 0330 0334 0337 0342 0344 0355 0370 0916 1304,34,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,NORDHOFF,WOODMAN,34.2353,-118.4419
101615219,08/05/2010 12:00:00 AM,08/05/2010 12:00:00 AM,1130,16,Foothill,1653,1,210,ROBBERY,0202 0302 0334 0330 0701 0916 1310 1402,21,M,H,103,ALLEY,102,HAND GUN,IC,Invest Cont,210,998,,,OSBORNE,HADDON,34.2493,-118.4162
101605146,01/26/2010 12:00:00 AM,01/25/2010 12:00:00 AM,2230,16,Foothill,1606,1,210,ROBBERY,0302 0330 0344 0906 0916 1231 1312 1310 1402,29,M,H,122,"VEHICLE, PASSENGER/TRUCK",102,HAND GUN,IC,Invest Cont,210,510,998,,SUNBURST,KISMET,34.2758,-118.3818
101310393,04/08/2010 12:00:00 AM,04/08/2010 12:00:00 AM,1830,13,Newton,1353,1,210,ROBBERY,0302 0305 0308 0330 0336 0334 0344 0369 0916 1317,40,M,H,102,SIDEWALK,101,REVOLVER,IC,Invest Cont,210,,,,1000 E  42ND                         PL,,34.0067,-118.2582
101520323,09/29/2010 12:00:00 AM,09/29/2010 12:00:00 AM,1700,15,N Hollywood,1581,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0916 2000,26,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,12900    MOORPARK                     ST,,34.1504,-118.4138
101810606,04/24/2010 12:00:00 AM,04/23/2010 12:00:00 AM,2100,18,Southeast,1862,1,210,ROBBERY,0302 0303 0344 0365 0406 0416 1009 0916 1312 1310,48,M,B,101,STREET,101,REVOLVER,IC,Invest Cont,210,510,,,120TH,BROADWAY,33.9237,-118.2782
101609069,04/15/2010 12:00:00 AM,04/14/2010 12:00:00 AM,2150,16,Foothill,1691,1,210,ROBBERY,0305 0330 0355 0354 0916 1317,49,M,W,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,8100    POTTER                       AV,,34.2179,-118.4078
101212233,04/17/2010 12:00:00 AM,04/17/2010 12:00:00 AM,0530,12,77th Street,1257,1,210,ROBBERY,0302 0305 0342 0344 0352 0355 0354 0421 0916 1822,34,M,H,101,STREET,101,REVOLVER,IC,Invest Cont,210,,,,GRAND                        AV,79TH                         ST,33.9679,-118.2803
101209023,03/07/2010 12:00:00 AM,03/07/2010 12:00:00 AM,0840,12,77th Street,1218,1,210,ROBBERY,0344 0916 1311 1822,32,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,SLAUSON,VERMONT,33.9892,-118.2915
101915614,06/20/2010 12:00:00 AM,06/19/2010 12:00:00 AM,2310,19,Mission,1915,1,210,ROBBERY,0334 0330 0344 0369 0443 0916 1302 1304,46,F,H,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,NORRIS,BERG,34.3,-118.4495
101524540,12/08/2010 12:00:00 AM,11/29/2010 12:00:00 AM,1700,15,N Hollywood,1503,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",0344 0400 0533 0527 1018 0916 1259 1814,15,F,H,109,PARK/PLAYGROUND,,,IC,Invest Cont,810,,,,12200    ARCHWOOD                     ST,,34.1922,-118.3987
102026303,12/27/2010 12:00:00 AM,12/27/2010 12:00:00 AM,2230,20,Olympic,2045,1,210,ROBBERY,0326 0330 0342 0344 0916 1266 1304 1309,47,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,210,,,,FEDORA,7TH                          ST,34.0561,-118.2981
110412294,07/25/2011 12:00:00 AM,07/24/2011 12:00:00 AM,1930,13,Newton,1365,1,210,ROBBERY,0330 0344 0416 0444 0913 0916,24,M,H,101,STREET,307,VEHICLE,AA,Adult Arrest,210,,,,1300 E  50TH                         ST,,33.9975,-118.2521
111214043,05/23/2011 12:00:00 AM,05/23/2011 12:00:00 AM,0030,12,77th Street,1263,1,210,ROBBERY,0344 0355 0354 0916 1822,48,F,H,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,8500 S  HARVARD                      BL,,33.9609,-118.3068
111113821,06/30/2011 12:00:00 AM,06/30/2011 12:00:00 AM,0200,11,Northeast,1178,1,210,ROBBERY,0302 0305 0417 0416 0429 0906 0916,22,M,H,101,STREET,102,HAND GUN,AA,Adult Arrest,210,,,,ISABEL,ALICE,34.0968,-118.2254
110921102,11/07/2011 12:00:00 AM,11/07/2011 12:00:00 AM,1045,09,Van Nuys,0938,1,210,ROBBERY,0344 0421 0916 1300,18,M,H,101,STREET,511,VERBAL THREAT,IC,Invest Cont,210,,,,HATTERAS                     ST,FULTON                       AV,34.1758,-118.4225
141501010,08/09/2014 12:00:00 AM,06/18/2011 12:00:00 AM,0100,15,N Hollywood,1583,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0916 1813 2000 0416,44,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,11800    MOORPARK                     ST,,34.1504,-118.3901
110614446,05/27/2011 12:00:00 AM,05/27/2011 12:00:00 AM,1710,06,Hollywood,0676,1,220,ATTEMPTED ROBBERY,0605 0916 1302,30,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,220,,,,WILLOUGHBY,WILCOX,34.0871,-118.331
111909883,04/07/2011 12:00:00 AM,04/07/2011 12:00:00 AM,0600,19,Mission,1944,1,220,ATTEMPTED ROBBERY,0353 0355 0421 0916 1316,22,M,H,101,STREET,113,SIMULATED GUN,IC,Invest Cont,220,,,,11200    AMBOY                        AV,,34.2739,-118.4448
111204116,01/03/2011 12:00:00 AM,01/03/2011 12:00:00 AM,0245,12,77th Street,1205,1,210,ROBBERY,0330 0337 0334 0342 0344 0916 1309 1317 1313 1822,25,M,H,101,STREET,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,210,,,,5000 S  NORMANDIE                    AV,,33.9979,-118.3002
110221877,12/18/2011 12:00:00 AM,12/18/2011 12:00:00 AM,0500,02,Rampart,0275,1,210,ROBBERY,0342 0344 0432 0916 1310,34,M,H,101,STREET,207,OTHER KNIFE,IC,Invest Cont,210,,,,OLYMPIC                      BL,BURLINGTON                   ST,34.0505,-118.2771
111619710,12/01/2011 12:00:00 AM,12/01/2011 12:00:00 AM,1140,16,Foothill,1675,1,210,ROBBERY,1300 0916,38,F,O,108,PARKING LOT,204,FOLDING KNIFE,AA,Adult Arrest,210,,,,8900    GLENOAKS                     BL,,34.2307,-118.3673
110505529,01/31/2011 12:00:00 AM,01/31/2011 12:00:00 AM,0450,05,Harbor,0515,1,210,ROBBERY,0334 0330 0342 0344 0345 0355 0916 1240 1402 1606,18,M,H,101,STREET,207,OTHER KNIFE,IC,Invest Cont,210,998,,,1600    GULF                         AV,,33.7949,-118.2742
111819747,10/10/2011 12:00:00 AM,10/10/2011 12:00:00 AM,0340,18,Southeast,1844,1,210,ROBBERY,0322 0334 0344 0355 0354 0400 0432 0916 1313 1310,23,M,H,101,STREET,207,OTHER KNIFE,AA,Adult Arrest,210,,,,107TH                        ST,SAN PEDRO                    ST,33.9393,-118.2695
111222096,09/10/2011 12:00:00 AM,09/10/2011 12:00:00 AM,0230,12,77th Street,1243,1,210,ROBBERY,0305 0330 0342 0344 0408 0416 0429 0916 1316 1822,36,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,7000 S  WESTERN                      AV,,33.9762,-118.309
121204012,01/01/2012 12:00:00 AM,12/31/2011 12:00:00 AM,2200,12,77th Street,1239,1,210,ROBBERY,0302 0342 0344 0448 1310 1822 0916 1311,36,M,H,108,PARKING LOT,102,HAND GUN,IC,Invest Cont,210,,,,5800 S  VERMONT                      AV,,33.9888,-118.2915
110417713,12/12/2011 12:00:00 AM,12/12/2011 12:00:00 AM,2000,04,Hollenbeck,0468,1,210,ROBBERY,0344 0342 0432 1309 0449 0916 0319 1306 1310,41,M,H,101,STREET,207,OTHER KNIFE,AA,Adult Arrest,210,,,,4TH,FRESNO,34.0355,-118.2003
111205160,01/17/2011 12:00:00 AM,01/17/2011 12:00:00 AM,1400,12,77th Street,1256,1,210,ROBBERY,0216 0213 0302 0330 0344 0916 1304 1313 1318 1402,53,M,O,101,STREET,104,SHOTGUN,AO,Adult Other,210,998,,,800 W  FLORENCE                     AV,,33.9747,-118.2871
111205561,01/22/2011 12:00:00 AM,01/21/2011 12:00:00 AM,2300,12,77th Street,1203,1,520,VEHICLE - ATTEMPT STOLEN,0329 0916 1607,34,F,H,101,STREET,,,IC,Invest Cont,520,,,,1500 W  45TH                         ST,,34.0028,-118.3056
111719803,11/06/2011 12:00:00 AM,11/06/2011 12:00:00 AM,0425,17,Devonshire,1749,1,210,ROBBERY,0334 0344 0327 0330 0355 0916 1310 1822,29,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,FORGE                        PL,DANUBE                       AV,34.2638,-118.475
111319643,08/24/2011 12:00:00 AM,08/24/2011 12:00:00 AM,1500,13,Newton,1377,1,210,ROBBERY,0302 0326 0330 0334 0344 0365 0421 0916 1309 1313,51,M,H,101,STREET,101,REVOLVER,IC,Invest Cont,210,910,,,5500 S  ALAMEDA                      ST,,33.9912,-118.2381
111310870,04/24/2011 12:00:00 AM,04/24/2011 12:00:00 AM,0015,13,Newton,1344,1,210,ROBBERY,0104 0327 0337 0370 0416 0420 0916,46,M,H,101,STREET,302,BLUNT INSTRUMENT,IC,Invest Cont,210,,,,42ND                         ST,AVALON                       BL,34.0075,-118.2613
111923798,11/27/2011 12:00:00 AM,11/27/2011 12:00:00 AM,0545,19,Mission,1962,1,210,ROBBERY,0344 0334 0302 0305 0330 0355 0443 0916 1306 0906,20,F,O,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,,,,9100    NOBLE                        AV,,34.2355,-118.461
110511187,05/22/2011 12:00:00 AM,05/22/2011 12:00:00 AM,2330,05,Harbor,0526,1,210,ROBBERY,0355 0916,56,M,H,108,PARKING LOT,113,SIMULATED GUN,IC,Invest Cont,210,,,,300 W  ANAHEIM                      ST,,33.7799,-118.265
111811810,05/17/2011 12:00:00 AM,05/16/2011 12:00:00 AM,2115,18,Southeast,1861,1,520,VEHICLE - ATTEMPT STOLEN,0330 0916,46,F,B,101,STREET,,,AA,Adult Arrest,520,,,,IMPERIAL,VERMONT,33.931,-118.2916
110512616,06/18/2011 12:00:00 AM,06/17/2011 12:00:00 AM,2200,05,Harbor,0583,2,624,BATTERY - SIMPLE ASSAULT,0417 0432 0429 0555 0916 1808,57,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,1200 W  22ND                         ST,,33.7243,-118.3034
110218474,10/10/2011 12:00:00 AM,10/10/2011 12:00:00 AM,1920,02,Rampart,0221,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1813 1814 0448 0432 1816 0421 0426 0916,20,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,300 N  MARIPOSA                     AV,,34.0763,-118.2994
111204029,01/01/2011 12:00:00 AM,01/01/2011 12:00:00 AM,0530,12,77th Street,1232,1,210,ROBBERY,0319 0330 0354 0416 0429 0916 1225 1311 1310 1822,35,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,210,,,,60TH                         ST,CRENSHAW                     AV,33.9854,-118.3308
110207167,03/04/2011 12:00:00 AM,03/04/2011 12:00:00 AM,0800,02,Rampart,0246,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0916,53,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,6TH,ALVARADO,34.0596,-118.2749
110313881,06/05/2011 12:00:00 AM,06/05/2011 12:00:00 AM,2230,03,Southwest,0396,1,210,ROBBERY,0344 0906 0916 1300 1311 1414 2000,50,F,A,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210,,,,W  42ND                         ST,S  VERMONT                      AV,34.0073,-118.2915
111227624,12/01/2011 12:00:00 AM,12/01/2011 12:00:00 AM,1430,12,77th Street,1256,1,510,VEHICLE - STOLEN,0916 1402,30,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,510,,,,75TH                         ST,VERMONT                      AV,33.9717,-118.2914
111209845,03/26/2011 12:00:00 AM,03/25/2011 12:00:00 AM,2230,12,77th Street,1203,1,210,ROBBERY,0302 0334 0330 0342 0344 0355 0432 0906 0916 1822,20,F,H,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,50TH,WESTERN,33.9983,-118.3089
110518556,10/13/2011 12:00:00 AM,10/13/2011 12:00:00 AM,1920,05,Harbor,0501,1,210,ROBBERY,0334 0330 0916 1300 1302 1310,52,F,A,108,PARKING LOT,113,SIMULATED GUN,IC,Invest Cont,210,,,,18500 S  NORMANDIE                    AV,,33.8629,-118.2993
111819569,10/06/2011 12:00:00 AM,10/06/2011 12:00:00 AM,0125,18,Southeast,1837,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0430 0906 1100 0916 1309 1402,35,M,H,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,230,,,,10400    WILMINGTON                   AV,,33.9415,-118.239
111709837,04/24/2011 12:00:00 AM,04/24/2011 12:00:00 AM,0302,17,Devonshire,1719,1,210,ROBBERY,0319 0330 0416 0916 1311 1822,19,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,PLUMMER,GLORIA,34.2429,-118.4806
111119438,10/17/2011 12:00:00 AM,10/17/2011 12:00:00 AM,1640,11,Northeast,1133,1,210,ROBBERY,1402 0400 0342 0344 0302 0341 0354 0369 0438 0916,33,M,H,501,SINGLE FAMILY DWELLING,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,998,,,3100    CASITAS                      AV,,34.1131,-118.2484
111805335,01/24/2011 12:00:00 AM,01/24/2011 12:00:00 AM,0220,18,Southeast,1835,1,210,ROBBERY,0302 0308 0334 0337 0359 0418 0906 0916 1302 1419,25,F,B,108,PARKING LOT,102,HAND GUN,JA,Juv Arrest,210,,,,103RD,CENTRAL,33.9433,-118.2541
110623503,09/26/2011 12:00:00 AM,09/26/2011 12:00:00 AM,0001,06,Hollywood,0656,1,210,ROBBERY,0342 0344 0916 1239 0400 1300,26,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210,,,,ROMAINE,HUDSON,34.0889,-118.3321
110314731,06/17/2011 12:00:00 AM,06/17/2011 12:00:00 AM,1000,12,77th Street,1211,1,510,VEHICLE - STOLEN,0916 1402,10,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,510,,,,5300    CHESLEY                      AV,,33.995,-118.3344
110208368,03/27/2011 12:00:00 AM,03/26/2011 12:00:00 AM,2345,02,Rampart,0212,1,210,ROBBERY,0302 0334 0330 0337 0355 0916,0,M,B,101,STREET,101,REVOLVER,IC,Invest Cont,210,,,,4000    CLINTON                      ST,,34.0818,-118.2892
110906867,02/25/2011 12:00:00 AM,02/25/2011 12:00:00 AM,0850,09,Van Nuys,0989,1,210,ROBBERY,0305 0354 0916,47,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,4100    WOODMAN                      AV,,34.1448,-118.4306
110406655,03/05/2011 12:00:00 AM,03/05/2011 12:00:00 AM,2000,04,Hollenbeck,0422,1,210,ROBBERY,0302 0330 0342 0355 0354 0916 1312 1309,46,M,H,101,STREET,101,REVOLVER,IC,Invest Cont,210,,,,DALY,VALLEJO,34.0708,-118.2155
111815603,07/24/2011 12:00:00 AM,07/24/2011 12:00:00 AM,0030,18,Southeast,1881,1,210,ROBBERY,0302 0330 0334 0355 0913 0916 1300 1310 1311 1817,25,F,B,301,GAS STATION,101,REVOLVER,IC,Invest Cont,210,,,,VERMONT,REDONDO BEACH,33.8925,-118.2917
110324338,11/10/2011 12:00:00 AM,11/10/2011 12:00:00 AM,2315,03,Southwest,0394,1,210,ROBBERY,0344 0431 0916 1300,53,M,O,101,STREET,512,MACE/PEPPER SPRAY,IC,Invest Cont,210,,,,4200    4TH                          AV,,34.0072,-118.3214
110212126,06/11/2011 12:00:00 AM,06/11/2011 12:00:00 AM,0330,02,Rampart,0237,1,210,ROBBERY,0330 0344 0448 0916 1402,24,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,998,,,BELMONT,ROCKWOOD,34.0644,-118.263
110512246,06/12/2011 12:00:00 AM,06/12/2011 12:00:00 AM,1300,05,Harbor,0541,1,210,ROBBERY,0302 0334 0344 0355 0916 1300 1419 1402,37,F,W,101,STREET,101,REVOLVER,AA,Adult Arrest,210,,,,1200    BATTERY                      ST,,33.7548,-118.2934
111212240,04/27/2011 12:00:00 AM,04/26/2011 12:00:00 AM,1900,12,77th Street,1259,1,210,ROBBERY,0334 0330 0337 0342 0344 0355 0449 0916 1310 1822,47,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,MCKINLEY                     AV,73RD                         ST,33.9739,-118.2608
